RSSI,LQI,Time,Yaw,Pitch,Roll,ax,ay,az,Latitude,Longitude,Altitude,Satellites,Channel_0,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Mode
-35,130,270771,38.88,-3.0,-2.81,-2.04,0.47,-0.94,0.0,0.0,0.0,0,1587,1603,1000,1500,1587,1000,1000,1000,1000,1000,255
-35,131,270800,42.19,-3.44,-2.75,-1.71,0.91,-0.4,0.0,0.0,0.0,0,1575,1614,1000,1500,1575,1000,1000,1000,1000,1000,255
-35,132,270831,45.75,-3.81,-2.63,-1.47,0.72,-0.81,0.0,0.0,0.0,0,1563,1616,1000,1500,1563,1000,1000,1000,1000,1000,255
-35,131,270879,49.0,-4.0,-2.44,-1.28,0.37,-0.86,0.0,0.0,0.0,0,1562,1630,1000,1500,1562,1000,1000,1000,1000,1000,255
-35,129,270894,52.19,-4.06,-2.31,-1.39,-0.38,-0.45,0.0,0.0,0.0,0,1562,1646,1000,1500,1562,1000,1000,1000,1000,1000,255
-35,132,270922,55.44,-4.06,-2.13,-1.64,-0.44,-0.34,0.0,0.0,0.0,0,1548,1661,1000,1500,1548,1000,1000,1000,1000,1000,255
-36,131,270953,58.69,-3.94,-1.94,-1.57,-0.12,-0.08,0.0,0.0,0.0,0,1547,1678,1000,1500,1547,1000,1000,1000,1000,1000,255
-36,131,270969,60.94,-3.81,-1.81,-1.5,-0.09,0.04,0.0,0.0,0.0,0,1548,1685,1000,1500,1548,1000,1000,1000,1000,1000,255
-36,130,270997,64.12,-3.5,-1.75,-1.3,0.0,0.05,0.0,0.0,0.0,0,1569,1693,1000,1500,1569,1000,1000,1000,1000,1000,255
-36,130,271028,67.19,-3.25,-1.94,-1.3,-0.32,0.03,0.0,0.0,0.0,0,1598,1696,1000,1500,1598,1000,1000,1000,1000,1000,255
-38,130,271056,70.25,-3.0,-2.25,-1.38,-0.58,0.45,0.0,0.0,0.0,0,1623,1699,1000,1500,1623,1000,1000,1000,1000,1000,255
-39,129,271084,73.25,-2.81,-2.69,-1.53,-0.48,0.75,0.0,0.0,0.0,0,1635,1701,1000,1500,1635,1000,1000,1000,1000,1000,255
-40,130,271112,75.31,-2.75,-2.94,-1.57,-0.34,0.74,0.0,0.0,0.0,0,1634,1694,1000,1500,1634,1000,1000,1000,1000,1000,255
-42,133,271128,77.37,-2.69,-3.19,-1.68,-0.05,0.64,0.0,0.0,0.0,0,1640,1691,1000,1500,1640,1000,1000,1000,1000,1000,255
-44,132,271157,80.5,-2.75,-3.5,-1.77,0.16,0.69,0.0,0.0,0.0,0,1641,1677,1000,1500,1641,1000,1000,1000,1000,1000,255
-47,132,271190,83.75,-2.88,-3.75,-1.86,0.49,0.58,0.0,0.0,0.0,0,1636,1661,1000,1500,1636,1000,1000,1000,1000,1000,255
-47,129,271203,85.87,-3.06,-3.88,-1.81,0.68,0.58,0.0,0.0,0.0,0,1633,1649,1000,1500,1633,1000,1000,1000,1000,1000,255
-43,131,271235,89.06,-3.38,-4.0,-1.92,1.08,0.21,0.0,0.0,0.0,0,1628,1628,1000,1500,1628,1000,1000,1000,1000,1000,255
-39,132,271283,93.25,-3.88,-4.13,-2.0,1.32,0.17,0.0,0.0,0.0,0,1638,1620,1000,1500,1638,1000,1000,1000,1000,1000,255
-38,131,271296,95.31,-4.06,-4.25,-2.02,1.34,0.07,0.0,0.0,0.0,0,1647,1615,1000,1500,1647,1000,1000,1000,1000,1000,255
-36,130,271327,98.0,-4.38,-4.5,-1.94,1.35,-0.3,0.0,0.0,0.0,0,1668,1619,1000,1500,1668,1000,1000,1000,1000,1000,255
-35,132,271355,100.87,-4.56,-4.81,-1.69,1.56,-0.04,0.0,0.0,0.0,0,1681,1629,1000,1500,1681,1000,1000,1000,1000,1000,255
-35,130,271371,101.87,-4.63,-4.88,-1.64,1.65,0.01,0.0,0.0,0.0,0,1676,1631,1000,1500,1676,1000,1000,1000,1000,1000,255
-34,128,271401,104.81,-4.81,-5.13,-1.36,1.89,-0.03,0.0,0.0,0.0,0,1669,1625,1000,1500,1669,1000,1000,1000,1000,1000,255
-34,129,271432,107.62,-5.0,-5.25,-1.44,2.13,0.21,0.0,0.0,0.0,0,1669,1619,1000,1500,1669,1000,1000,1000,1000,1000,255
-32,130,271481,112.19,-5.44,-5.5,-1.32,1.63,0.21,0.0,0.0,0.0,0,1682,1584,1000,1500,1682,1000,1000,1000,1000,1000,255
-31,130,271496,114.06,-5.69,-5.63,-1.35,1.78,-0.01,0.0,0.0,0.0,0,1682,1577,1000,1500,1682,1000,1000,1000,1000,1000,255
-31,129,271524,116.87,-6.13,-5.63,-1.29,1.48,-0.15,0.0,0.0,0.0,0,1663,1566,1000,1500,1663,1000,1000,1000,1000,1000,255
-30,130,271554,119.69,-6.56,-5.56,-1.32,1.01,-0.24,0.0,0.0,0.0,0,1661,1560,1000,1500,1661,1000,1000,1000,1000,1000,255
-29,131,271570,120.56,-6.69,-5.56,-1.38,0.93,-0.22,0.0,0.0,0.0,0,1665,1560,1000,1500,1665,1000,1000,1000,1000,1000,255
-28,128,271600,123.44,-7.0,-5.56,-1.6,0.78,-0.26,0.0,0.0,0.0,0,1666,1565,1000,1500,1666,1000,1000,1000,1000,1000,255
-27,129,271631,126.19,-7.25,-5.5,-1.73,0.87,-0.41,0.0,0.0,0.0,0,1659,1572,1000,1500,1659,1000,1000,1000,1000,1000,255
-25,130,271680,131.0,-7.25,-5.19,-1.96,0.86,-0.22,0.0,0.0,0.0,0,1643,1587,1000,1500,1643,1000,1000,1000,1000,1000,255
-25,130,271694,133.06,-7.19,-5.0,-2.05,0.87,-0.15,0.0,0.0,0.0,0,1638,1588,1000,1500,1638,1000,1000,1000,1000,1000,255
-24,129,271723,136.06,-7.31,-4.81,-2.4,0.75,-0.05,0.0,0.0,0.0,0,1634,1579,1000,1500,1634,1000,1000,1000,1000,1000,255
-24,129,271754,139.06,-7.44,-4.56,-2.42,0.68,-0.02,0.0,0.0,0.0,0,1622,1568,1000,1500,1622,1000,1000,1000,1000,1000,255
-24,129,271769,140.13,-7.5,-4.44,-2.42,0.58,-0.07,0.0,0.0,0.0,0,1616,1559,1000,1500,1616,1000,1000,1000,1000,1000,255
-24,132,271799,143.31,-7.75,-4.19,-2.59,0.33,-0.31,0.0,0.0,0.0,0,1610,1552,1000,1500,1610,1000,1000,1000,1000,1000,255
-23,130,271830,146.31,-7.88,-3.88,-2.7,0.37,-0.06,0.0,0.0,0.0,0,1599,1561,1000,1500,1599,1000,1000,1000,1000,1000,255
-23,133,271880,151.19,-7.88,-3.13,-2.25,0.09,-0.21,0.0,0.0,0.0,0,1565,1571,1000,1500,1565,1000,1000,1000,1000,1000,255
-23,130,271893,153.19,-7.88,-2.88,-2.27,-0.12,-0.13,0.0,0.0,0.0,0,1559,1577,1000,1500,1559,1000,1000,1000,1000,1000,255
-24,132,271922,156.0,-7.75,-2.44,-2.22,-0.49,0.38,0.0,0.0,0.0,0,1554,1585,1000,1500,1554,1000,1000,1000,1000,1000,255
-24,130,271952,158.81,-7.63,-2.0,-2.42,-0.37,0.34,0.0,0.0,0.0,0,1542,1580,1000,1500,1542,1000,1000,1000,1000,1000,255
-24,129,271969,159.88,-7.63,-1.81,-2.47,-0.28,0.37,0.0,0.0,0.0,0,1536,1579,1000,1500,1536,1000,1000,1000,1000,1000,255
-25,131,271998,163.0,-7.5,-1.37,-2.32,0.0,0.54,0.0,0.0,0.0,0,1529,1580,1000,1500,1529,1000,1000,1000,1000,1000,255
-25,130,272029,166.0,-7.44,-1.12,-2.12,-0.15,0.47,0.0,0.0,0.0,0,1556,1561,1000,1500,1556,1000,1000,1000,1000,1000,255
-25,131,272079,170.5,-7.63,-1.0,-1.89,-0.5,0.3,0.0,0.0,0.0,0,1575,1539,1000,1500,1575,1000,1000,1000,1000,1000,255
-26,129,272093,172.44,-7.69,-1.0,-1.94,-0.76,0.43,0.0,0.0,0.0,0,1580,1534,1000,1500,1580,1000,1000,1000,1000,1000,255
-27,130,272121,175.06,-7.88,-1.06,-1.93,-0.81,0.39,0.0,0.0,0.0,0,1587,1528,1000,1500,1587,1000,1000,1000,1000,1000,255
-27,130,272152,177.69,-8.0,-1.19,-1.85,-0.67,0.18,0.0,0.0,0.0,0,1595,1528,1000,1500,1595,1000,1000,1000,1000,1000,255
-27,131,272168,178.75,-8.06,-1.19,-1.79,-0.63,-0.01,0.0,0.0,0.0,0,1595,1531,1000,1500,1595,1000,1000,1000,1000,1000,255
-28,129,272197,181.75,-8.19,-1.25,-1.79,-0.59,0.03,0.0,0.0,0.0,0,1594,1541,1000,1500,1594,1000,1000,1000,1000,1000,255
-29,130,272228,184.69,-8.0,-1.31,-1.84,-0.41,0.05,0.0,0.0,0.0,0,1586,1553,1000,1500,1586,1000,1000,1000,1000,1000,255
-31,129,272278,189.44,-7.81,-1.25,-2.12,-0.07,0.1,0.0,0.0,0.0,0,1574,1568,1000,1500,1574,1000,1000,1000,1000,1000,255
-33,131,272320,193.13,-7.69,-1.19,-2.14,0.46,0.19,0.0,0.0,0.0,0,1573,1565,1000,1500,1573,1000,1000,1000,1000,1000,255
-34,130,272337,195.0,-7.69,-1.19,-2.1,0.46,0.23,0.0,0.0,0.0,0,1573,1562,1000,1500,1573,1000,1000,1000,1000,1000,255
-34,129,272367,197.5,-7.69,-1.19,-1.94,0.35,0.16,0.0,0.0,0.0,0,1583,1554,1000,1500,1583,1000,1000,1000,1000,1000,255
-33,129,272397,200.31,-7.44,-1.25,-2.08,-0.08,-0.24,0.0,0.0,0.0,0,1597,1550,1000,1500,1597,1000,1000,1000,1000,1000,255
-33,132,272410,201.19,-7.44,-1.31,-2.34,-0.03,-0.31,0.0,0.0,0.0,0,1603,1555,1000,1500,1603,1000,1000,1000,1000,1000,255
-31,130,272442,205.0,-7.5,-1.56,-1.89,0.05,0.03,0.0,0.0,0.0,0,1612,1569,1000,1500,1612,1000,1000,1000,1000,1000,255
-29,130,272479,207.88,-7.5,-1.75,-1.49,0.15,-0.6,0.0,0.0,0.0,0,1624,1563,1000,1500,1624,1000,1000,1000,1000,1000,255
-29,131,272492,209.88,-7.5,-1.94,-1.78,0.47,-0.68,0.0,0.0,0.0,0,1637,1566,1000,1500,1637,1000,1000,1000,1000,1000,255
-28,129,272521,212.81,-7.44,-2.25,-2.02,0.92,-0.08,0.0,0.0,0.0,0,1641,1588,1000,1500,1641,1000,1000,1000,1000,1000,255
-26,129,272551,215.69,-7.31,-2.38,-2.13,0.95,0.09,0.0,0.0,0.0,0,1611,1592,1000,1500,1611,1000,1000,1000,1000,1000,255
-26,130,272568,216.63,-7.25,-2.38,-2.03,0.93,0.08,0.0,0.0,0.0,0,1601,1593,1000,1500,1601,1000,1000,1000,1000,1000,255
-24,130,272598,219.5,-7.13,-2.31,-1.64,0.54,-0.14,0.0,0.0,0.0,0,1584,1602,1000,1500,1584,1000,1000,1000,1000,1000,255
-24,130,272628,222.19,-6.94,-2.19,-1.25,0.33,0.06,0.0,0.0,0.0,0,1567,1611,1000,1500,1567,1000,1000,1000,1000,1000,255
-24,132,272676,226.81,-6.56,-1.69,-1.29,0.49,0.12,0.0,0.0,0.0,0,1539,1616,1000,1500,1539,1000,1000,1000,1000,1000,255
-24,129,272691,228.69,-6.25,-1.44,-1.33,0.5,0.3,0.0,0.0,0.0,0,1532,1624,1000,1500,1532,1000,1000,1000,1000,1000,255
-24,129,272719,230.5,-6.0,-1.19,-1.31,0.39,0.39,0.0,0.0,0.0,0,1536,1622,1000,1500,1536,1000,1000,1000,1000,1000,255
-24,129,272750,233.31,-5.56,-0.94,-1.44,0.36,0.37,0.0,0.0,0.0,0,1537,1624,1000,1500,1537,1000,1000,1000,1000,1000,255
-24,129,272779,235.88,-5.31,-0.75,-1.59,0.23,0.44,0.0,0.0,0.0,0,1528,1618,1000,1500,1528,1000,1000,1000,1000,1000,255
-24,130,272793,237.81,-5.25,-0.63,-1.62,0.17,0.42,0.0,0.0,0.0,0,1522,1613,1000,1500,1522,1000,1000,1000,1000,1000,255
-24,129,272821,240.5,-5.19,-0.37,-1.76,0.26,0.29,0.0,0.0,0.0,0,1514,1594,1000,1500,1514,1000,1000,1000,1000,1000,255
-25,130,272872,244.44,-5.25,-0.06,-1.78,0.17,0.1,0.0,0.0,0.0,0,1513,1563,1000,1500,1513,1000,1000,1000,1000,1000,255
-25,129,272888,246.38,-5.38,0.0,-1.82,0.09,-0.08,0.0,0.0,0.0,0,1518,1553,1000,1500,1518,1000,1000,1000,1000,1000,255
-25,131,272918,249.0,-5.75,0.12,-1.91,0.02,-0.21,0.0,0.0,0.0,0,1519,1543,1000,1500,1519,1000,1000,1000,1000,1000,255
-26,129,272948,251.94,-6.06,0.31,-1.81,-0.11,-0.65,0.0,0.0,0.0,0,1514,1550,1000,1500,1514,1000,1000,1000,1000,1000,255
-26,130,272962,253.63,-6.19,0.37,-1.89,-0.23,-0.2,0.0,0.0,0.0,0,1514,1552,1000,1500,1514,1000,1000,1000,1000,1000,255
-27,130,272992,256.63,-6.06,0.5,-1.65,-0.29,0.02,0.0,0.0,0.0,0,1511,1581,1000,1500,1511,1000,1000,1000,1000,1000,255
-27,131,273019,259.44,-5.81,0.63,-1.56,-0.19,-0.3,0.0,0.0,0.0,0,1505,1603,1000,1500,1505,1000,1000,1000,1000,1000,255
-28,132,273073,263.13,-5.19,0.88,-1.72,-0.28,0.09,0.0,0.0,0.0,0,1494,1635,1000,1500,1494,1000,1000,1000,1000,1000,255
-28,130,273088,265.0,-5.0,0.94,-1.77,-0.33,0.1,0.0,0.0,0.0,0,1495,1632,1000,1500,1495,1000,1000,1000,1000,1000,255
-28,129,273118,267.63,-4.88,1.06,-1.76,-0.53,0.14,0.0,0.0,0.0,0,1492,1620,1000,1500,1492,1000,1000,1000,1000,1000,255
-29,129,273147,270.38,-4.63,1.12,-1.67,-0.48,0.1,0.0,0.0,0.0,0,1491,1610,1000,1500,1491,1000,1000,1000,1000,1000,255
-29,137,273161,271.81,-4.38,1.12,-1.59,-0.36,-0.2,0.0,0.0,0.0,0,1492,1610,1000,1500,1492,1000,1000,1000,1000,1000,255
-28,130,273190,274.44,-4.06,1.0,-1.27,-0.27,-0.16,0.0,0.0,0.0,0,1508,1613,1000,1500,1508,1000,1000,1000,1000,1000,255
-29,130,273219,276.75,-4.13,0.88,-1.11,-0.61,-0.43,0.0,0.0,0.0,0,1529,1608,1000,1500,1529,1000,1000,1000,1000,1000,255
-29,130,273272,280.56,-4.25,0.37,-0.96,-1.34,-0.18,0.0,0.0,0.0,0,1567,1626,1000,1500,1567,1000,1000,1000,1000,1000,255
-29,130,273288,281.44,-4.19,0.25,-0.95,-1.43,-0.16,0.0,0.0,0.0,0,1567,1640,1000,1500,1567,1000,1000,1000,1000,1000,255
-29,129,273317,283.81,-4.06,0.0,-0.88,-1.29,-0.08,0.0,0.0,0.0,0,1556,1659,1000,1500,1556,1000,1000,1000,1000,1000,255
-30,131,273347,286.5,-3.75,-0.25,-0.9,-0.83,0.04,0.0,0.0,0.0,0,1541,1684,1000,1500,1541,1000,1000,1000,1000,1000,255
-30,130,273362,288.25,-3.5,-0.31,-1.05,-0.62,0.0,0.0,0.0,0.0,0,1542,1692,1000,1500,1542,1000,1000,1000,1000,1000,255
-31,130,273392,290.94,-3.19,-0.44,-1.22,-0.67,0.36,0.0,0.0,0.0,0,1554,1695,1000,1500,1554,1000,1000,1000,1000,1000,255
-32,129,273421,293.56,-2.94,-0.69,-1.4,-0.64,0.17,0.0,0.0,0.0,0,1572,1698,1000,1500,1572,1000,1000,1000,1000,1000,255
-35,134,273470,297.94,-2.56,-1.19,-1.22,-0.38,0.19,0.0,0.0,0.0,0,1587,1684,1000,1500,1587,1000,1000,1000,1000,1000,255
-36,130,273486,298.81,-2.5,-1.37,-1.18,-0.28,0.3,0.0,0.0,0.0,0,1592,1681,1000,1500,1592,1000,1000,1000,1000,1000,255
-38,130,273516,301.5,-2.44,-1.75,-1.18,-0.02,0.33,0.0,0.0,0.0,0,1609,1672,1000,1500,1609,1000,1000,1000,1000,1000,255
-39,130,273545,304.19,-2.44,-2.13,-1.02,-0.22,0.16,0.0,0.0,0.0,0,1623,1666,1000,1500,1623,1000,1000,1000,1000,1000,255
-39,130,273559,306.0,-2.5,-2.44,-0.87,-0.29,-0.09,0.0,0.0,0.0,0,1629,1661,1000,1500,1629,1000,1000,1000,1000,1000,255
-37,130,273590,308.81,-2.63,-2.88,-1.29,-0.65,-0.6,0.0,0.0,0.0,0,1638,1667,1000,1500,1638,1000,1000,1000,1000,1000,255
-36,130,273618,310.75,-2.63,-3.13,-1.41,-0.1,-0.08,0.0,0.0,0.0,0,1634,1701,1000,1500,1634,1000,1000,1000,1000,1000,255
-35,128,273669,315.81,-2.38,-3.63,-0.58,-0.02,-0.59,0.0,0.0,0.0,0,1642,1710,1000,1500,1642,1000,1000,1000,1000,1000,255
-33,130,273686,317.75,-2.25,-3.88,-0.67,-0.04,-0.6,0.0,0.0,0.0,0,1652,1715,1000,1500,1652,1000,1000,1000,1000,1000,255
-32,129,273716,320.88,-2.13,-4.31,-0.96,0.3,0.17,0.0,0.0,0.0,0,1664,1729,1000,1500,1664,1000,1000,1000,1000,1000,255
-32,128,273745,323.94,-2.06,-4.56,-1.24,0.31,0.55,0.0,0.0,0.0,0,1638,1710,1000,1500,1638,1000,1000,1000,1000,1000,255
-31,130,273760,326.38,-2.06,-4.56,-1.22,0.46,0.19,0.0,0.0,0.0,0,1621,1700,1000,1500,1621,1000,1000,1000,1000,1000,255
-31,129,273789,329.5,-2.19,-4.63,-0.85,0.59,0.09,0.0,0.0,0.0,0,1627,1695,1000,1500,1627,1000,1000,1000,1000,1000,255
-32,130,273818,332.63,-2.25,-4.75,-0.61,0.93,0.19,0.0,0.0,0.0,0,1637,1689,1000,1500,1637,1000,1000,1000,1000,1000,255
-32,129,273867,336.69,-2.44,-4.81,-0.63,1.39,0.03,0.0,0.0,0.0,0,1629,1689,1000,1500,1629,1000,1000,1000,1000,1000,255
-33,130,273885,338.63,-2.5,-4.81,-0.62,1.35,0.1,0.0,0.0,0.0,0,1631,1692,1000,1500,1631,1000,1000,1000,1000,1000,255
-33,132,273915,341.5,-2.5,-4.88,-0.64,1.03,0.2,0.0,0.0,0.0,0,1649,1694,1000,1500,1649,1000,1000,1000,1000,1000,255
-34,130,273944,344.44,-2.56,-5.06,-0.75,0.88,-0.04,0.0,0.0,0.0,0,1659,1693,1000,1500,1659,1000,1000,1000,1000,1000,255
-34,131,273958,346.44,-2.56,-5.19,-0.88,0.93,-0.03,0.0,0.0,0.0,0,1653,1694,1000,1500,1653,1000,1000,1000,1000,1000,255
-35,132,273989,349.5,-2.63,-5.19,-1.19,0.69,0.16,0.0,0.0,0.0,0,1638,1686,1000,1500,1638,1000,1000,1000,1000,1000,255
-37,129,274017,351.56,-2.75,-5.19,-1.4,0.61,0.02,0.0,0.0,0.0,0,1633,1669,1000,1500,1633,1000,1000,1000,1000,1000,255
-39,130,274068,356.88,-3.25,-5.19,-2.04,0.55,-0.64,0.0,0.0,0.0,0,1632,1641,1000,1500,1632,1000,1000,1000,1000,1000,255
-41,132,274084,359.0,-3.5,-5.13,-2.37,0.72,-0.17,0.0,0.0,0.0,0,1624,1639,1000,1500,1624,1000,1000,1000,1000,1000,255
-41,132,274115,2.19,-3.75,-4.88,-2.04,0.83,0.17,0.0,0.0,0.0,0,1599,1649,1000,1500,1599,1000,1000,1000,1000,1000,255
-41,131,274144,5.25,-3.94,-4.56,-1.5,0.41,-0.58,0.0,0.0,0.0,0,1588,1636,1000,1500,1588,1000,1000,1000,1000,1000,255
-46,130,274158,7.56,-4.06,-4.44,-1.63,0.31,-0.71,0.0,0.0,0.0,0,1598,1640,1000,1500,1598,1000,1000,1000,1000,1000,255
-47,134,274189,10.5,-4.19,-4.31,-1.67,0.17,-0.09,0.0,0.0,0.0,0,1613,1654,1000,1500,1613,1000,1000,1000,1000,1000,255
-41,133,274216,12.88,-4.19,-4.25,-1.87,-0.22,-0.04,0.0,0.0,0.0,0,1611,1646,1000,1500,1611,1000,1000,1000,1000,1000,255
-41,129,274234,14.88,-4.25,-4.19,-1.95,-0.22,-0.11,0.0,0.0,0.0,0,1607,1641,1000,1500,1607,1000,1000,1000,1000,1000,255
-40,132,274267,18.12,-4.38,-4.06,-2.02,0.26,-0.05,0.0,0.0,0.0,0,1599,1642,1000,1500,1599,1000,1000,1000,1000,1000,255
-38,133,274298,22.5,-4.5,-3.88,-1.96,0.06,0.08,0.0,0.0,0.0,0,1603,1640,1000,1500,1603,1000,1000,1000,1000,1000,255
-38,130,274314,23.44,-4.38,-3.81,-1.99,0.06,0.01,0.0,0.0,0.0,0,1606,1642,1000,1500,1606,1000,1000,1000,1000,1000,255
-38,129,274341,26.31,-4.13,-3.88,-1.89,0.02,0.07,0.0,0.0,0.0,0,1625,1647,1000,1500,1625,1000,1000,1000,1000,1000,255
-37,132,274372,29.56,-3.94,-4.0,-1.66,-0.5,0.27,0.0,0.0,0.0,0,1633,1655,1000,1500,1633,1000,1000,1000,1000,1000,255
-36,130,274401,32.63,-4.0,-4.06,-1.71,-0.56,0.41,0.0,0.0,0.0,0,1626,1656,1000,1500,1626,1000,1000,1000,1000,1000,255
-36,130,274433,35.63,-4.0,-4.06,-1.58,-0.25,0.55,0.0,0.0,0.0,0,1620,1661,1000,1500,1620,1000,1000,1000,1000,1000,255
-36,130,274466,38.75,-4.0,-4.13,-1.52,0.07,0.48,0.0,0.0,0.0,0,1624,1658,1000,1500,1624,1000,1000,1000,1000,1000,255
-37,130,274484,40.69,-4.0,-4.13,-1.66,0.14,0.43,0.0,0.0,0.0,0,1627,1655,1000,1500,1627,1000,1000,1000,1000,1000,255
-38,134,274514,44.0,-4.06,-4.25,-1.9,0.27,0.35,0.0,0.0,0.0,0,1636,1646,1000,1500,1636,1000,1000,1000,1000,1000,255
-39,131,274529,45.94,-4.19,-4.25,-2.08,0.42,0.56,0.0,0.0,0.0,0,1634,1636,1000,1500,1634,1000,1000,1000,1000,1000,255
-41,131,274556,48.94,-4.44,-4.31,-2.11,0.53,0.23,0.0,0.0,0.0,0,1628,1616,1000,1500,1628,1000,1000,1000,1000,1000,255
-43,131,274588,51.88,-4.63,-4.31,-2.02,0.6,0.1,0.0,0.0,0.0,0,1633,1602,1000,1500,1633,1000,1000,1000,1000,1000,255
-46,133,274616,53.88,-4.88,-4.38,-1.96,0.77,-0.14,0.0,0.0,0.0,0,1644,1590,1000,1500,1644,1000,1000,1000,1000,1000,255
-47,132,274633,55.81,-5.13,-4.44,-1.83,0.85,-0.2,0.0,0.0,0.0,0,1647,1585,1000,1500,1647,1000,1000,1000,1000,1000,255
-47,134,274666,58.94,-5.5,-4.5,-1.58,0.86,-0.34,0.0,0.0,0.0,0,1649,1586,1000,1500,1649,1000,1000,1000,1000,1000,255
-46,132,274697,61.81,-5.81,-4.56,-1.77,0.42,-0.74,0.0,0.0,0.0,0,1653,1589,1000,1500,1653,1000,1000,1000,1000,1000,255
-46,131,274713,63.81,-6.0,-4.63,-2.03,0.37,-0.81,0.0,0.0,0.0,0,1655,1590,1000,1500,1655,1000,1000,1000,1000,1000,255
-48,133,274742,66.75,-6.06,-4.75,-1.84,0.6,-0.2,0.0,0.0,0.0,0,1657,1625,1000,1500,1657,1000,1000,1000,1000,1000,255
-47,130,274772,69.75,-5.94,-4.81,-1.12,0.25,-0.41,0.0,0.0,0.0,0,1657,1642,1000,1500,1657,1000,1000,1000,1000,1000,255
-48,133,274800,72.75,-5.81,-4.94,-1.37,0.36,-0.78,0.0,0.0,0.0,0,1670,1642,1000,1500,1670,1000,1000,1000,1000,1000,255
-50,129,274816,73.75,-5.75,-4.94,-1.85,0.73,0.21,0.0,0.0,0.0,0,1674,1656,1000,1500,1674,1000,1000,1000,1000,1000,255
-46,133,274865,78.87,-5.5,-5.06,-2.16,0.99,0.4,0.0,0.0,0.0,0,1628,1648,1000,1500,1628,1000,1000,1000,1000,1000,255
-43,134,274881,80.94,-5.44,-4.94,-1.97,1.07,0.71,0.0,0.0,0.0,0,1616,1644,1000,1500,1616,1000,1000,1000,1000,1000,255
-39,132,274911,84.06,-5.44,-4.63,-1.64,0.99,0.24,0.0,0.0,0.0,0,1601,1634,1000,1500,1601,1000,1000,1000,1000,1000,255
-36,133,274939,87.0,-5.44,-4.38,-1.57,1.03,0.67,0.0,0.0,0.0,0,1606,1635,1000,1500,1606,1000,1000,1000,1000,1000,255
-36,131,274954,87.94,-5.44,-4.31,-1.48,1.24,0.47,0.0,0.0,0.0,0,1604,1633,1000,1500,1604,1000,1000,1000,1000,1000,255
-34,129,274984,90.81,-5.44,-4.06,-1.5,1.4,0.52,0.0,0.0,0.0,0,1594,1630,1000,1500,1594,1000,1000,1000,1000,1000,255
-32,130,275014,93.69,-5.44,-3.81,-1.4,1.24,0.36,0.0,0.0,0.0,0,1602,1628,1000,1500,1602,1000,1000,1000,1000,1000,255
-30,131,275062,98.5,-5.0,-3.31,-1.6,0.91,0.3,0.0,0.0,0.0,0,1595,1624,1000,1500,1595,1000,1000,1000,1000,1000,255
-30,130,275076,100.5,-5.06,-3.19,-1.79,0.63,0.2,0.0,0.0,0.0,0,1584,1612,1000,1500,1584,1000,1000,1000,1000,1000,255
-29,129,275104,102.44,-5.19,-3.0,-1.96,0.43,0.25,0.0,0.0,0.0,0,1571,1595,1000,1500,1571,1000,1000,1000,1000,1000,255
-28,133,275135,105.56,-5.5,-2.75,-2.37,0.14,0.0,0.0,0.0,0.0,0,1570,1563,1000,1500,1570,1000,1000,1000,1000,1000,255
-28,130,275165,108.81,-5.94,-2.5,-2.62,0.12,-0.09,0.0,0.0,0.0,0,1572,1549,1000,1500,1572,1000,1000,1000,1000,1000,255
-27,130,275181,111.0,-6.25,-2.38,-2.82,0.09,-0.23,0.0,0.0,0.0,0,1570,1545,1000,1500,1570,1000,1000,1000,1000,1000,255
-27,131,275212,114.25,-6.63,-2.13,-2.84,0.29,-0.34,0.0,0.0,0.0,0,1566,1546,1000,1500,1566,1000,1000,1000,1000,1000,255
-26,130,275262,119.5,-6.88,-1.56,-2.36,0.81,-0.61,0.0,0.0,0.0,0,1533,1572,1000,1500,1533,1000,1000,1000,1000,1000,255
-26,130,275276,121.5,-6.94,-1.31,-2.19,0.59,-0.58,0.0,0.0,0.0,0,1527,1578,1000,1500,1527,1000,1000,1000,1000,1000,255
-26,130,275305,123.37,-6.88,-1.12,-2.14,0.24,-0.23,0.0,0.0,0.0,0,1532,1588,1000,1500,1532,1000,1000,1000,1000,1000,255
-25,133,275350,128.06,-6.75,-0.69,-2.35,-0.35,0.2,0.0,0.0,0.0,0,1531,1590,1000,1500,1531,1000,1000,1000,1000,1000,255
-25,130,275364,129.06,-6.69,-0.63,-2.31,-0.39,0.07,0.0,0.0,0.0,0,1534,1590,1000,1500,1534,1000,1000,1000,1000,1000,255
-25,130,275395,133.0,-6.56,-0.37,-2.31,-0.29,0.18,0.0,0.0,0.0,0,1532,1589,1000,1500,1532,1000,1000,1000,1000,1000,255
-25,130,275425,136.0,-6.31,-0.25,-2.24,-0.05,0.22,0.0,0.0,0.0,0,1532,1590,1000,1500,1532,1000,1000,1000,1000,1000,255
-25,130,275460,138.81,-6.25,-0.12,-2.05,-0.04,0.21,0.0,0.0,0.0,0,1535,1585,1000,1500,1535,1000,1000,1000,1000,1000,255
-25,131,275475,139.75,-6.13,-0.12,-1.88,-0.23,0.19,0.0,0.0,0.0,0,1538,1587,1000,1500,1538,1000,1000,1000,1000,1000,255
