RSSI,LQI,Time,Yaw,Pitch,Roll,ax,ay,az,Latitude,Longitude,Altitude,Satellites,Channel_0,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Mode
-35,133,266000,101.69,-0.5,-9.38,-0.23,0.83,-0.15,0.0,0.0,0.0,0,2000,1750,1000,1500,2000,1000,1000,1000,1000,1000,255
-34,131,266031,100.69,-0.06,-12.06,-0.2,0.68,0.05,0.0,0.0,0.0,0,2000,1744,1000,1500,2000,1000,1000,1000,1000,1000,255
-33,132,266060,99.62,0.19,-14.44,-0.42,0.03,0.04,0.0,0.0,0.0,0,2000,1728,1000,1500,2000,1000,1000,1000,1000,1000,255
-33,132,266109,97.62,0.69,-17.31,-0.36,-0.64,0.42,0.0,0.0,0.0,0,2000,1723,1000,1500,2000,1000,1000,1000,1000,1000,255
-32,132,266124,96.75,0.81,-18.06,-0.31,-0.75,0.2,0.0,0.0,0.0,0,2000,1714,1000,1500,2000,1000,1000,1000,1000,1000,255
-32,130,266153,95.75,0.88,-18.81,-0.48,-1.18,-0.11,0.0,0.0,0.0,0,2000,1702,1000,1500,2000,1000,1000,1000,1000,1000,255
-32,129,266182,95.19,0.81,-19.06,-0.29,-1.38,-0.1,0.0,0.0,0.0,0,1943,1692,1000,1500,1943,1000,1000,1000,1000,1000,255
-32,132,266199,94.69,0.75,-19.06,-0.32,-1.51,-0.1,0.0,0.0,0.0,0,1919,1689,1000,1500,1919,1000,1000,1000,1000,1000,255
-32,129,266229,94.19,0.5,-18.62,-0.46,-1.66,-0.39,0.0,0.0,0.0,0,1817,1681,1000,1500,1817,1000,1000,1000,1000,1000,255
-32,131,266259,93.94,0.25,-17.37,-0.53,-1.3,-0.37,0.0,0.0,0.0,0,1682,1686,1000,1500,1682,1000,1000,1000,1000,1000,255
-33,132,266306,93.94,0.0,-14.69,-0.5,-1.09,-0.43,0.0,0.0,0.0,0,1489,1697,1000,1500,1489,1000,1000,1000,1000,1000,255
-33,129,266320,94.12,-0.12,-13.0,-0.45,-0.91,-0.66,0.0,0.0,0.0,0,1416,1696,1000,1500,1416,1000,1000,1000,1000,1000,255
-33,130,266351,94.31,-0.31,-10.19,-0.56,-0.5,-0.49,0.0,0.0,0.0,0,1309,1702,1000,1500,1309,1000,1000,1000,1000,1000,255
-34,132,266381,94.56,-0.37,-7.0,-0.71,-0.32,-0.21,0.0,0.0,0.0,0,1201,1700,1000,1500,1201,1000,1000,1000,1000,1000,255
-34,129,266397,94.62,-0.5,-4.81,-0.72,-0.08,-0.46,0.0,0.0,0.0,0,1142,1695,1000,1500,1142,1000,1000,1000,1000,1000,255
-35,130,266428,94.69,-0.56,-1.31,-0.52,0.06,-0.4,0.0,0.0,0.0,0,1048,1699,1000,1500,1048,1000,1000,1000,1000,1000,255
-35,130,266457,94.62,-0.63,2.13,-0.38,0.0,-0.38,0.0,0.0,0.0,0,1000,1698,1000,1500,1000,1000,1000,1000,1000,1000,255
-36,130,266504,94.56,-0.69,5.56,-0.34,0.01,-0.7,0.0,0.0,0.0,0,1000,1701,1000,1500,1000,1000,1000,1000,1000,1000,255
-36,130,266517,94.44,-0.75,8.88,-0.32,0.21,-0.49,0.0,0.0,0.0,0,1000,1704,1000,1500,1000,1000,1000,1000,1000,1000,255
-35,130,266549,94.12,-0.81,12.06,-0.33,0.14,-0.44,0.0,0.0,0.0,0,1000,1703,1000,1500,1000,1000,1000,1000,1000,1000,255
-36,130,266578,94.0,-0.88,15.06,-0.28,0.24,-0.54,0.0,0.0,0.0,0,1000,1702,1000,1500,1000,1000,1000,1000,1000,1000,255
-36,133,266595,93.75,-0.94,16.94,-0.3,0.35,-0.68,0.0,0.0,0.0,0,1000,1702,1000,1500,1000,1000,1000,1000,1000,1000,255
-36,131,266624,93.44,-1.06,19.31,-0.17,-0.18,-0.4,0.0,0.0,0.0,0,1000,1703,1000,1500,1000,1000,1000,1000,1000,1000,255
-34,130,266653,92.94,-1.19,21.12,-0.13,-0.32,0.02,0.0,0.0,0.0,0,1000,1707,1000,1500,1000,1000,1000,1000,1000,1000,255
-35,129,266701,92.62,-1.25,22.44,-0.09,-0.64,-0.02,0.0,0.0,0.0,0,1000,1701,1000,1500,1000,1000,1000,1000,1000,1000,255
-35,130,266715,92.44,-1.25,23.0,0.01,-0.61,-0.19,0.0,0.0,0.0,0,1000,1699,1000,1500,1000,1000,1000,1000,1000,1000,255
-35,131,266761,92.5,-1.06,22.5,-0.04,-0.14,-0.25,0.0,0.0,0.0,0,1100,1713,1000,1500,1100,1000,1000,1000,1000,1000,255
-35,131,266777,92.56,-1.0,22.19,-0.06,-0.09,-0.18,0.0,0.0,0.0,0,1132,1717,1000,1500,1132,1000,1000,1000,1000,1000,255
-36,129,266805,92.81,-0.75,20.94,-0.14,-0.15,-0.25,0.0,0.0,0.0,0,1225,1729,1000,1500,1225,1000,1000,1000,1000,1000,255
-36,131,266834,93.0,-0.44,19.31,-0.2,0.26,-0.55,0.0,0.0,0.0,0,1323,1740,1000,1500,1323,1000,1000,1000,1000,1000,255
-36,129,266850,93.12,-0.31,18.69,-0.12,0.4,-0.73,0.0,0.0,0.0,0,1378,1747,1000,1500,1378,1000,1000,1000,1000,1000,255
-35,132,266892,93.25,0.06,16.5,-0.13,0.33,-0.66,0.0,0.0,0.0,0,1477,1764,1000,1500,1477,1000,1000,1000,1000,1000,255
-36,131,266912,93.69,0.5,13.06,0.0,0.4,-0.37,0.0,0.0,0.0,0,1566,1771,1000,1500,1566,1000,1000,1000,1000,1000,255
-36,130,266944,93.81,0.88,10.56,-0.01,-0.01,-0.29,0.0,0.0,0.0,0,1598,1787,1000,1500,1598,1000,1000,1000,1000,1000,255
-36,129,266973,93.87,1.25,8.38,0.05,0.14,-0.03,0.0,0.0,0.0,0,1591,1800,1000,1500,1591,1000,1000,1000,1000,1000,255
-36,130,266989,93.87,1.37,7.75,0.07,0.15,0.02,0.0,0.0,0.0,0,1549,1803,1000,1500,1549,1000,1000,1000,1000,1000,255
-36,130,267017,93.81,1.75,6.31,-0.15,-0.17,0.37,0.0,0.0,0.0,0,1536,1812,1000,1500,1536,1000,1000,1000,1000,1000,255
-36,130,267047,93.75,2.13,5.25,-0.03,-0.45,0.39,0.0,0.0,0.0,0,1507,1817,1000,1500,1507,1000,1000,1000,1000,1000,255
-36,130,267088,93.69,2.38,4.63,-0.13,-0.42,0.4,0.0,0.0,0.0,0,1457,1800,1000,1500,1457,1000,1000,1000,1000,1000,255
-36,130,267109,93.69,2.56,4.25,-0.16,-0.63,0.25,0.0,0.0,0.0,0,1442,1790,1000,1500,1442,1000,1000,1000,1000,1000,255
-36,131,267140,93.81,2.56,4.06,-0.26,-0.58,0.59,0.0,0.0,0.0,0,1426,1768,1000,1500,1426,1000,1000,1000,1000,1000,255
-36,129,267167,93.94,2.5,3.75,-0.3,-0.44,0.28,0.0,0.0,0.0,0,1430,1752,1000,1500,1430,1000,1000,1000,1000,1000,255
-36,131,267198,94.12,2.31,3.5,-0.11,-0.36,0.32,0.0,0.0,0.0,0,1438,1732,1000,1500,1438,1000,1000,1000,1000,1000,255
-36,130,267211,94.37,2.13,3.38,-0.15,-0.26,0.08,0.0,0.0,0.0,0,1447,1716,1000,1500,1447,1000,1000,1000,1000,1000,255
-36,130,267242,94.69,1.75,3.13,-0.17,-0.19,-0.19,0.0,0.0,0.0,0,1458,1701,1000,1500,1458,1000,1000,1000,1000,1000,255
-36,129,267270,94.94,1.31,2.94,-0.06,-0.57,-0.07,0.0,0.0,0.0,0,1464,1695,1000,1500,1464,1000,1000,1000,1000,1000,255
-36,130,267302,95.25,0.94,2.69,-0.16,-0.51,-0.44,0.0,0.0,0.0,0,1474,1689,1000,1500,1474,1000,1000,1000,1000,1000,255
-36,130,267317,95.37,0.81,2.56,-0.17,-0.5,-0.48,0.0,0.0,0.0,0,1478,1688,1000,1500,1478,1000,1000,1000,1000,1000,255
-36,130,267347,95.81,0.5,2.31,-0.09,-0.47,-0.36,0.0,0.0,0.0,0,1481,1698,1000,1500,1481,1000,1000,1000,1000,1000,255
-36,129,267376,96.37,0.31,1.94,-0.01,-0.49,-0.62,0.0,0.0,0.0,0,1488,1698,1000,1500,1488,1000,1000,1000,1000,1000,255
-36,129,267405,96.94,0.19,1.63,-0.12,-0.31,-0.6,0.0,0.0,0.0,0,1489,1710,1000,1500,1489,1000,1000,1000,1000,1000,255
-36,131,267418,97.12,0.19,1.56,-0.09,-0.42,-0.41,0.0,0.0,0.0,0,1484,1723,1000,1500,1484,1000,1000,1000,1000,1000,255
-37,130,267449,97.81,0.25,1.31,0.02,-0.54,-0.2,0.0,0.0,0.0,0,1481,1732,1000,1500,1481,1000,1000,1000,1000,1000,255
-38,130,267498,98.62,0.31,1.12,0.09,-0.8,-0.39,0.0,0.0,0.0,0,1483,1731,1000,1500,1483,1000,1000,1000,1000,1000,255
-37,134,267511,99.75,0.31,0.94,0.08,-0.62,-0.24,0.0,0.0,0.0,0,1485,1726,1000,1500,1485,1000,1000,1000,1000,1000,255
-37,130,267543,100.69,0.25,0.88,0.03,-0.56,-0.01,0.0,0.0,0.0,0,1475,1717,1000,1500,1475,1000,1000,1000,1000,1000,255
-37,129,267571,101.94,0.12,0.94,-0.35,-0.91,-0.03,0.0,0.0,0.0,0,1467,1709,1000,1500,1467,1000,1000,1000,1000,1000,255
-38,129,267587,102.31,0.12,0.94,-0.32,-1.07,0.0,0.0,0.0,0.0,0,1469,1709,1000,1500,1469,1000,1000,1000,1000,1000,255
-39,130,267645,105.06,0.0,0.88,-0.43,-1.14,-0.18,0.0,0.0,0.0,0,1492,1708,1000,1500,1492,1000,1000,1000,1000,1000,255
-39,129,267660,106.12,0.06,0.44,-0.44,-0.88,-0.28,0.0,0.0,0.0,0,1501,1709,1000,1500,1501,1000,1000,1000,1000,1000,255
-38,133,267702,108.25,0.25,-0.25,-0.55,-0.98,-0.13,0.0,0.0,0.0,0,1510,1714,1000,1500,1510,1000,1000,1000,1000,1000,255
-37,129,267715,108.94,0.31,-0.44,-0.55,-0.96,-0.1,0.0,0.0,0.0,0,1514,1717,1000,1500,1514,1000,1000,1000,1000,1000,255
-38,131,267746,110.69,0.5,-0.94,-0.58,-0.8,-0.12,0.0,0.0,0.0,0,1524,1719,1000,1500,1524,1000,1000,1000,1000,1000,255
-38,132,267776,112.56,0.56,-1.12,-0.59,-0.37,0.13,0.0,0.0,0.0,0,1519,1726,1000,1500,1519,1000,1000,1000,1000,1000,255
-39,131,267791,113.75,0.5,-1.12,-0.48,-0.25,0.11,0.0,0.0,0.0,0,1511,1728,1000,1500,1511,1000,1000,1000,1000,1000,255
-39,130,267819,115.25,0.44,-1.06,-0.5,-0.21,0.32,0.0,0.0,0.0,0,1518,1725,1000,1500,1518,1000,1000,1000,1000,1000,255
-40,129,267849,117.69,0.31,-1.19,-0.47,-0.25,0.16,0.0,0.0,0.0,0,1551,1716,1000,1500,1551,1000,1000,1000,1000,1000,255
-41,129,267896,118.94,0.25,-1.44,-0.49,-0.27,0.16,0.0,0.0,0.0,0,1580,1708,1000,1500,1580,1000,1000,1000,1000,1000,255
-41,133,267911,121.75,0.12,-1.94,-0.48,-0.23,0.35,0.0,0.0,0.0,0,1590,1706,1000,1500,1590,1000,1000,1000,1000,1000,255
-41,131,267939,123.69,0.0,-2.31,-0.5,0.0,0.43,0.0,0.0,0.0,0,1594,1696,1000,1500,1594,1000,1000,1000,1000,1000,255
-40,131,267968,125.0,-0.12,-2.5,-0.53,0.08,0.25,0.0,0.0,0.0,0,1585,1688,1000,1500,1585,1000,1000,1000,1000,1000,255
-40,130,267999,126.87,-0.25,-2.63,-0.76,0.14,0.37,0.0,0.0,0.0,0,1576,1684,1000,1500,1576,1000,1000,1000,1000,1000,255
-40,130,268012,128.13,-0.37,-2.69,-0.72,0.11,0.39,0.0,0.0,0.0,0,1572,1680,1000,1500,1572,1000,1000,1000,1000,1000,255
-38,129,268045,129.88,-0.56,-2.69,-0.72,-0.23,0.4,0.0,0.0,0.0,0,1562,1668,1000,1500,1562,1000,1000,1000,1000,1000,255
-37,130,268092,131.81,-1.0,-2.69,-0.81,-0.44,0.42,0.0,0.0,0.0,0,1566,1656,1000,1500,1566,1000,1000,1000,1000,1000,255
-37,130,268107,133.63,-1.37,-2.69,-1.1,-0.15,0.29,0.0,0.0,0.0,0,1561,1646,1000,1500,1561,1000,1000,1000,1000,1000,255
-37,130,268137,135.44,-1.37,-2.69,-1.16,-0.06,0.38,0.0,0.0,0.0,0,1554,1638,1000,1500,1554,1000,1000,1000,1000,1000,255
-36,128,268165,137.25,-1.63,-2.63,-1.66,0.08,-0.36,0.0,0.0,0.0,0,1548,1636,1000,1500,1548,1000,1000,1000,1000,1000,255
-36,131,268196,139.06,-2.0,-2.44,-1.73,-0.09,0.14,0.0,0.0,0.0,0,1532,1642,1000,1500,1532,1000,1000,1000,1000,1000,255
-36,130,268210,140.19,-2.25,-2.31,-1.46,-0.64,0.16,0.0,0.0,0.0,0,1536,1631,1000,1500,1536,1000,1000,1000,1000,1000,255
-35,131,268241,142.31,-2.69,-2.19,-1.64,-0.99,-0.65,0.0,0.0,0.0,0,1552,1602,1000,1500,1552,1000,1000,1000,1000,1000,255
-34,132,268271,144.63,-3.25,-2.13,-1.96,-0.71,-0.6,0.0,0.0,0.0,0,1560,1588,1000,1500,1560,1000,1000,1000,1000,1000,255
-33,132,268299,146.38,-3.63,-2.13,-2.17,-0.47,-0.39,0.0,0.0,0.0,0,1558,1577,1000,1500,1558,1000,1000,1000,1000,1000,255
-32,135,268327,149.0,-4.19,-2.0,-2.17,-0.47,-0.66,0.0,0.0,0.0,0,1562,1568,1000,1500,1562,1000,1000,1000,1000,1000,255
-32,130,268345,150.81,-4.5,-2.0,-2.14,-0.41,-0.88,0.0,0.0,0.0,0,1566,1567,1000,1500,1566,1000,1000,1000,1000,1000,255
-32,131,268375,153.5,-4.88,-2.0,-1.69,-0.33,-0.84,0.0,0.0,0.0,0,1584,1582,1000,1500,1584,1000,1000,1000,1000,1000,255
-32,130,268403,156.25,-5.13,-2.13,-1.71,-0.33,-0.62,0.0,0.0,0.0,0,1595,1599,1000,1500,1595,1000,1000,1000,1000,1000,255
-32,130,268435,159.06,-5.19,-2.19,-1.75,-0.06,-0.34,0.0,0.0,0.0,0,1594,1624,1000,1500,1594,1000,1000,1000,1000,1000,255
-32,131,268448,161.0,-5.13,-2.25,-1.73,0.0,-0.27,0.0,0.0,0.0,0,1597,1636,1000,1500,1597,1000,1000,1000,1000,1000,255
-33,131,268497,164.75,-4.88,-2.38,-1.81,0.1,-0.07,0.0,0.0,0.0,0,1606,1658,1000,1500,1606,1000,1000,1000,1000,1000,255
-34,133,268511,166.75,-4.69,-2.5,-1.84,0.1,0.1,0.0,0.0,0.0,0,1607,1662,1000,1500,1607,1000,1000,1000,1000,1000,255
-34,132,268544,169.94,-4.56,-2.56,-1.89,0.32,0.2,0.0,0.0,0.0,0,1600,1660,1000,1500,1600,1000,1000,1000,1000,1000,255
-34,130,268573,173.19,-4.44,-2.56,-1.96,0.4,0.6,0.0,0.0,0.0,0,1593,1648,1000,1500,1593,1000,1000,1000,1000,1000,255
-34,132,268588,175.38,-4.5,-2.63,-1.92,0.5,0.36,0.0,0.0,0.0,0,1598,1636,1000,1500,1598,1000,1000,1000,1000,1000,255
-33,129,268615,177.5,-4.56,-2.63,-2.06,0.59,0.49,0.0,0.0,0.0,0,1603,1618,1000,1500,1603,1000,1000,1000,1000,1000,255
-34,131,268646,180.94,-4.88,-2.75,-2.18,0.43,0.58,0.0,0.0,0.0,0,1612,1584,1000,1500,1612,1000,1000,1000,1000,1000,255
-32,130,268695,185.38,-5.44,-2.75,-2.71,0.39,0.22,0.0,0.0,0.0,0,1602,1554,1000,1500,1602,1000,1000,1000,1000,1000,255
-33,132,268708,188.81,-5.94,-2.75,-2.71,0.1,0.44,0.0,0.0,0.0,0,1600,1544,1000,1500,1600,1000,1000,1000,1000,1000,255
-33,129,268741,192.31,-6.5,-2.69,-2.74,0.12,-0.32,0.0,0.0,0.0,0,1606,1526,1000,1500,1606,1000,1000,1000,1000,1000,255
-32,130,268770,195.94,-7.0,-2.63,-2.55,0.05,-0.17,0.0,0.0,0.0,0,1616,1523,1000,1500,1616,1000,1000,1000,1000,1000,255
-31,130,268785,197.13,-7.13,-2.63,-2.97,-0.08,-0.31,0.0,0.0,0.0,0,1619,1524,1000,1500,1619,1000,1000,1000,1000,1000,255
-29,133,268814,200.75,-7.5,-2.56,-3.43,0.18,-0.46,0.0,0.0,0.0,0,1607,1537,1000,1500,1607,1000,1000,1000,1000,1000,255
-30,132,268845,204.5,-7.63,-2.31,-2.61,-0.09,0.25,0.0,0.0,0.0,0,1578,1565,1000,1500,1578,1000,1000,1000,1000,1000,255
-29,132,268894,209.38,-7.69,-1.81,-2.43,-0.43,-0.33,0.0,0.0,0.0,0,1543,1582,1000,1500,1543,1000,1000,1000,1000,1000,255
-29,130,268908,212.94,-7.5,-1.31,-2.39,-0.48,0.05,0.0,0.0,0.0,0,1526,1602,1000,1500,1526,1000,1000,1000,1000,1000,255
-28,130,268940,216.5,-7.19,-0.81,-2.62,-0.5,0.15,0.0,0.0,0.0,0,1504,1608,1000,1500,1504,1000,1000,1000,1000,1000,255
-29,130,268967,219.94,-6.94,-0.31,-2.45,-0.46,0.02,0.0,0.0,0.0,0,1505,1609,1000,1500,1505,1000,1000,1000,1000,1000,255
-29,130,268984,221.06,-6.88,-0.19,-2.31,-0.54,0.18,0.0,0.0,0.0,0,1515,1607,1000,1500,1515,1000,1000,1000,1000,1000,255
-29,133,269012,224.38,-6.63,-0.06,-2.29,-0.91,0.06,0.0,0.0,0.0,0,1551,1602,1000,1500,1551,1000,1000,1000,1000,1000,255
-29,131,269043,227.69,-6.5,-0.19,-2.2,-0.79,0.41,0.0,0.0,0.0,0,1573,1595,1000,1500,1573,1000,1000,1000,1000,1000,255
-28,130,269093,232.06,-6.44,-0.31,-2.28,-0.34,0.34,0.0,0.0,0.0,0,1568,1577,1000,1500,1568,1000,1000,1000,1000,1000,255
-28,129,269107,235.31,-6.5,-0.44,-2.12,-0.1,0.35,0.0,0.0,0.0,0,1570,1568,1000,1500,1570,1000,1000,1000,1000,1000,255
-29,130,269138,238.44,-6.63,-0.5,-2.04,0.2,0.18,0.0,0.0,0.0,0,1571,1557,1000,1500,1571,1000,1000,1000,1000,1000,255
-29,129,269166,240.44,-6.75,-0.56,-1.87,0.3,0.16,0.0,0.0,0.0,0,1570,1554,1000,1500,1570,1000,1000,1000,1000,1000,255
-29,130,269184,242.38,-6.88,-0.63,-1.79,0.13,0.14,0.0,0.0,0.0,0,1572,1553,1000,1500,1572,1000,1000,1000,1000,1000,255
-30,132,269211,245.19,-6.88,-0.69,-1.79,0.24,-0.09,0.0,0.0,0.0,0,1581,1553,1000,1500,1581,1000,1000,1000,1000,1000,255
-30,131,269243,247.94,-6.69,-0.81,-1.93,0.38,-0.09,0.0,0.0,0.0,0,1581,1564,1000,1500,1581,1000,1000,1000,1000,1000,255
-30,133,269294,251.38,-6.75,-0.88,-1.45,0.46,-0.05,0.0,0.0,0.0,0,1548,1578,1000,1500,1548,1000,1000,1000,1000,1000,255
-31,129,269307,253.94,-6.75,-0.75,-1.38,0.28,-0.28,0.0,0.0,0.0,0,1548,1573,1000,1500,1548,1000,1000,1000,1000,1000,255
-30,135,269339,256.5,-6.75,-0.75,-1.51,0.01,-0.15,0.0,0.0,0.0,0,1565,1569,1000,1500,1565,1000,1000,1000,1000,1000,255
-32,130,269368,259.13,-6.88,-0.88,-1.87,-0.05,-0.04,0.0,0.0,0.0,0,1573,1559,1000,1500,1573,1000,1000,1000,1000,1000,255
-32,130,269384,260.0,-6.94,-0.88,-1.94,-0.01,-0.18,0.0,0.0,0.0,0,1566,1555,1000,1500,1566,1000,1000,1000,1000,1000,255
-33,130,269412,262.63,-7.06,-0.88,-1.77,0.04,-0.29,0.0,0.0,0.0,0,1558,1552,1000,1500,1558,1000,1000,1000,1000,1000,255
-34,130,269444,265.25,-7.0,-0.81,-1.39,-0.11,-0.53,0.0,0.0,0.0,0,1559,1555,1000,1500,1559,1000,1000,1000,1000,1000,255
-36,130,269494,269.56,-7.13,-0.81,-1.12,-0.2,-0.24,0.0,0.0,0.0,0,1549,1568,1000,1500,1549,1000,1000,1000,1000,1000,255
-37,129,269508,271.31,-7.0,-0.69,-1.25,-0.21,-0.32,0.0,0.0,0.0,0,1527,1573,1000,1500,1527,1000,1000,1000,1000,1000,255
-40,130,269538,273.94,-6.75,-0.37,-1.65,-0.05,-0.02,0.0,0.0,0.0,0,1500,1593,1000,1500,1500,1000,1000,1000,1000,1000,255
-39,130,269565,276.69,-6.56,0.0,-1.82,-0.25,0.26,0.0,0.0,0.0,0,1493,1601,1000,1500,1493,1000,1000,1000,1000,1000,255
-44,144,269583,277.56,-6.5,0.06,-1.88,-0.19,0.4,0.0,0.0,0.0,0,1496,1600,1000,1500,1496,1000,1000,1000,1000,1000,255
-41,131,269611,280.5,-6.44,0.31,-2.05,-0.48,0.13,0.0,0.0,0.0,0,1511,1587,1000,1500,1511,1000,1000,1000,1000,1000,255
-44,131,269642,283.38,-6.38,0.37,-2.19,-0.4,0.19,0.0,0.0,0.0,0,1533,1579,1000,1500,1533,1000,1000,1000,1000,1000,255
-39,130,269693,288.44,-6.44,0.25,-2.2,-0.6,-0.1,0.0,0.0,0.0,0,1550,1554,1000,1500,1550,1000,1000,1000,1000,1000,255
-38,131,269707,290.5,-6.5,0.19,-2.16,-0.6,-0.18,0.0,0.0,0.0,0,1552,1556,1000,1500,1552,1000,1000,1000,1000,1000,255
-36,129,269739,293.63,-6.56,0.19,-2.44,-0.62,-0.45,0.0,0.0,0.0,0,1537,1570,1000,1500,1537,1000,1000,1000,1000,1000,255
-35,132,269767,296.88,-6.44,0.44,-1.73,-0.39,0.1,0.0,0.0,0.0,0,1496,1599,1000,1500,1496,1000,1000,1000,1000,1000,255
-35,129,269784,297.81,-6.38,0.56,-1.48,-0.38,0.0,0.0,0.0,0.0,0,1481,1601,1000,1500,1481,1000,1000,1000,1000,1000,255
-35,131,269811,300.88,-6.19,1.0,-0.98,-0.79,-0.96,0.0,0.0,0.0,0,1448,1605,1000,1500,1448,1000,1000,1000,1000,1000,255
-34,130,269842,303.69,-5.94,1.56,-1.19,-0.86,-0.57,0.0,0.0,0.0,0,1436,1620,1000,1500,1436,1000,1000,1000,1000,1000,255
-33,130,269893,308.31,-5.44,2.5,-1.37,-1.22,-0.11,0.0,0.0,0.0,0,1395,1627,1000,1500,1395,1000,1000,1000,1000,1000,255
-33,131,269906,310.38,-5.19,2.88,-1.15,-1.25,-0.15,0.0,0.0,0.0,0,1394,1635,1000,1500,1394,1000,1000,1000,1000,1000,255
-33,129,269938,313.06,-4.75,3.19,-0.74,-1.45,-0.33,0.0,0.0,0.0,0,1422,1647,1000,1500,1422,1000,1000,1000,1000,1000,255
-34,129,269966,315.88,-4.38,3.25,-0.72,-1.36,0.08,0.0,0.0,0.0,0,1461,1660,1000,1500,1461,1000,1000,1000,1000,1000,255
-34,129,269982,316.75,-4.25,3.19,-0.71,-1.45,0.15,0.0,0.0,0.0,0,1473,1663,1000,1500,1473,1000,1000,1000,1000,1000,255
-35,129,270010,319.69,-3.81,2.94,-0.7,-1.66,0.31,0.0,0.0,0.0,0,1500,1675,1000,1500,1500,1000,1000,1000,1000,1000,255
-35,130,270042,322.38,-3.38,2.44,-0.71,-1.41,0.31,0.0,0.0,0.0,0,1523,1683,1000,1500,1523,1000,1000,1000,1000,1000,255
-35,130,270092,327.0,-2.56,1.5,-0.87,-0.87,0.39,0.0,0.0,0.0,0,1537,1698,1000,1500,1537,1000,1000,1000,1000,1000,255
-35,130,270105,329.0,-2.44,1.25,-0.95,-0.69,0.36,0.0,0.0,0.0,0,1527,1693,1000,1500,1527,1000,1000,1000,1000,1000,255
-35,130,270137,331.69,-2.25,1.06,-0.98,-0.88,0.35,0.0,0.0,0.0,0,1518,1683,1000,1500,1518,1000,1000,1000,1000,1000,255
-35,130,270164,333.88,-2.06,0.81,-0.96,-0.98,0.16,0.0,0.0,0.0,0,1520,1670,1000,1500,1520,1000,1000,1000,1000,1000,255
-35,129,270181,335.69,-2.0,0.56,-1.03,-0.94,-0.01,0.0,0.0,0.0,0,1522,1666,1000,1500,1522,1000,1000,1000,1000,1000,255
-36,129,270209,338.75,-1.94,0.31,-1.29,-0.92,-0.07,0.0,0.0,0.0,0,1519,1662,1000,1500,1519,1000,1000,1000,1000,1000,255
-37,129,270240,341.5,-2.0,0.25,-1.39,-0.71,-0.04,0.0,0.0,0.0,0,1514,1666,1000,1500,1514,1000,1000,1000,1000,1000,255
-40,132,270287,346.25,-1.56,-0.06,-1.28,-0.84,-0.33,0.0,0.0,0.0,0,1534,1694,1000,1500,1534,1000,1000,1000,1000,1000,255
-41,130,270302,347.25,-1.44,-0.19,-1.31,-0.58,-0.33,0.0,0.0,0.0,0,1540,1702,1000,1500,1540,1000,1000,1000,1000,1000,255
-46,131,270332,350.56,-1.25,-0.44,-0.75,-0.02,0.13,0.0,0.0,0.0,0,1548,1725,1000,1500,1548,1000,1000,1000,1000,1000,255
-53,135,270360,353.81,-1.06,-0.63,-0.61,0.09,-0.03,0.0,0.0,0.0,0,1552,1724,1000,1500,1552,1000,1000,1000,1000,1000,255
-55,139,270392,356.88,-0.94,-0.94,-0.95,0.42,-0.03,0.0,0.0,0.0,0,1574,1730,1000,1500,1574,1000,1000,1000,1000,1000,255
-55,131,270405,359.13,-0.81,-1.19,-0.95,0.5,0.39,0.0,0.0,0.0,0,1589,1739,1000,1500,1589,1000,1000,1000,1000,1000,255
-42,131,270437,2.25,-0.63,-1.63,-0.69,0.39,0.45,0.0,0.0,0.0,0,1592,1736,1000,1500,1592,1000,1000,1000,1000,1000,255
-42,128,270486,6.5,-0.56,-2.06,-0.13,0.32,-0.03,0.0,0.0,0.0,0,1601,1729,1000,1500,1601,1000,1000,1000,1000,1000,255
-41,130,270499,8.56,-0.56,-2.31,-0.14,0.31,-0.01,0.0,0.0,0.0,0,1607,1731,1000,1500,1607,1000,1000,1000,1000,1000,255
-38,131,270531,11.88,-0.56,-2.69,-0.4,0.55,0.24,0.0,0.0,0.0,0,1604,1729,1000,1500,1604,1000,1000,1000,1000,1000,255
-38,135,270559,15.19,-0.56,-2.88,-0.64,0.85,0.27,0.0,0.0,0.0,0,1588,1728,1000,1500,1588,1000,1000,1000,1000,1000,255
-37,132,270590,18.37,-0.63,-2.94,-0.74,0.9,0.26,0.0,0.0,0.0,0,1574,1722,1000,1500,1574,1000,1000,1000,1000,1000,255
-36,130,270605,20.69,-0.69,-2.94,-0.87,0.83,0.21,0.0,0.0,0.0,0,1570,1709,1000,1500,1570,1000,1000,1000,1000,1000,255
-36,130,270635,23.87,-0.88,-2.94,-1.08,0.94,0.16,0.0,0.0,0.0,0,1570,1689,1000,1500,1570,1000,1000,1000,1000,1000,255
-35,130,270682,26.31,-1.12,-2.88,-1.54,0.65,0.12,0.0,0.0,0.0,0,1562,1662,1000,1500,1562,1000,1000,1000,1000,1000,255
-35,131,270696,30.62,-1.69,-2.81,-1.87,0.38,0.13,0.0,0.0,0.0,0,1565,1640,1000,1500,1565,1000,1000,1000,1000,1000,255
-35,130,270724,33.0,-2.06,-2.81,-1.74,0.41,-0.34,0.0,0.0,0.0,0,1581,1618,1000,1500,1581,1000,1000,1000,1000,1000,255
-35,129,270754,37.75,-2.88,-2.81,-1.93,0.32,-0.7,0.0,0.0,0.0,0,1587,1601,1000,1500,1587,1000,1000,1000,1000,1000,255
